source_id,target_id,relationship_type,weight,interaction_freq
E01103,E00749,parent_company,0.55,13
E00962,E00992,co-investor,0.29,13
E01023,E02534,co-investor,0.24,7
E00492,E00322,shared_director,0.65,49
E02218,E00174,shared_director,0.43,21
E02017,E02354,co-investor,0.54,49
E02094,E01148,shared_director,0.3,37
E00526,E00222,shared_director,0.53,35
E00134,E02059,co-investor,0.45,44
E00716,E01873,supplier,0.73,30
E01293,E02824,supplier,0.11,14
E01555,E02380,supplier,0.39,40
E01064,E00767,co-investor,0.31,31
E02512,E01406,co-investor,0.27,28
E00863,E01717,co-investor,0.43,26
E01146,E01847,parent_company,0.61,37
E02810,E00937,supplier,0.75,16
E02275,E01771,shared_director,0.28,48
E00613,E01938,supplier,0.26,32
E00551,E02584,co-investor,0.81,20
E01028,E02303,supplier,0.46,45
E00670,E00246,parent_company,0.83,31
E02580,E00395,shared_director,0.77,17
E01479,E01476,co-investor,0.41,27
E00497,E01439,parent_company,0.62,42
E02659,E02206,parent_company,0.98,19
E01455,E01332,shared_director,0.8,29
E00322,E01561,co-investor,0.52,10
E00687,E02624,co-investor,0.48,40
E02342,E01658,supplier,0.17,22
E00935,E01285,co-investor,0.69,46
E01096,E02480,shared_director,0.34,29
E01488,E02405,shared_director,0.47,12
E00095,E00513,parent_company,0.7,48
E02871,E00328,parent_company,0.25,7
E00392,E00262,shared_director,0.59,2
E01627,E02147,supplier,0.19,40
E00637,E00346,shared_director,0.38,16
E01164,E01816,parent_company,0.22,11
E00118,E00144,co-investor,0.87,21
E01951,E01914,co-investor,0.59,9
E02858,E02209,parent_company,0.63,30
E02585,E02605,shared_director,0.57,41
E02187,E01269,co-investor,0.53,15
E00367,E01810,co-investor,0.43,17
E00638,E01244,supplier,0.1,49
E00559,E01409,co-investor,0.52,1
E02818,E02015,shared_director,0.37,50
E01764,E01200,parent_company,0.82,36
E01531,E00773,shared_director,0.89,28
E01617,E01024,parent_company,0.74,42
E01597,E01550,parent_company,0.34,28
E02562,E00982,co-investor,0.36,48
E02179,E01102,shared_director,0.27,5
E00748,E00560,co-investor,0.2,30
E02531,E01855,co-investor,0.73,32
E00770,E01314,supplier,0.24,35
E00091,E00762,supplier,0.35,9
E02930,E01796,supplier,0.31,10
E00061,E02022,parent_company,0.41,20
E02042,E01522,shared_director,0.73,3
E01353,E00329,parent_company,0.15,50
E01608,E00293,shared_director,0.26,17
E01563,E00052,supplier,0.98,46
E01020,E01577,shared_director,0.32,3
E00816,E01888,supplier,0.57,14
E01937,E01594,co-investor,0.94,11
E02578,E00173,supplier,0.33,41
E01224,E00814,co-investor,0.9,43
E00893,E00463,parent_company,0.67,21
E00062,E00686,co-investor,0.63,26
E00996,E00037,supplier,0.62,45
E01947,E02820,parent_company,0.43,6
E01019,E00646,shared_director,0.18,40
E01387,E02561,supplier,0.15,42
E00631,E02873,supplier,0.21,15
E01298,E02288,co-investor,0.82,29
E00791,E00088,shared_director,0.42,9
E01027,E00162,shared_director,0.74,36
E01208,E02224,shared_director,0.27,12
E02227,E01425,co-investor,0.76,18
E02453,E02272,parent_company,0.16,10
E01841,E01212,co-investor,0.59,30
E00003,E02614,shared_director,0.76,2
E02539,E01492,parent_company,0.39,5
E02697,E02208,shared_director,0.27,44
E02038,E02259,parent_company,0.65,21
E01679,E02626,co-investor,0.2,34
E02699,E00274,supplier,0.85,9
E00732,E00129,parent_company,0.2,13
E00405,E00131,shared_director,0.69,34
E02556,E02873,co-investor,0.14,15
E02482,E00291,supplier,0.94,14
E02686,E02013,supplier,0.52,41
E00249,E01479,shared_director,0.84,46
E00239,E02527,co-investor,0.58,47
E00289,E01245,supplier,0.95,34
E00398,E00415,parent_company,0.58,13
E00792,E02156,parent_company,0.61,12
E02288,E02287,shared_director,0.77,50
E02616,E02362,co-investor,0.71,45
E02725,E01750,supplier,0.25,12
E02253,E01645,co-investor,0.69,35
E02458,E01815,co-investor,0.91,36
E01330,E01523,shared_director,0.79,28
E01325,E02493,parent_company,0.61,14
E01537,E02254,co-investor,0.42,29
E01833,E01627,supplier,0.75,19
E02441,E00067,parent_company,0.99,20
E00027,E01231,parent_company,0.29,21
E00089,E02826,co-investor,0.93,33
E02279,E02338,parent_company,0.18,30
E01457,E00640,parent_company,0.34,38
E01024,E00955,co-investor,0.83,6
E02337,E01638,parent_company,0.76,47
E01330,E01977,parent_company,0.54,45
E02879,E02361,supplier,0.64,20
E00154,E02361,shared_director,0.17,4
E01370,E01426,shared_director,0.47,8
E00929,E02674,supplier,0.67,41
E01567,E00222,co-investor,0.57,21
E02212,E02314,parent_company,0.39,45
E00905,E00628,supplier,0.71,26
E01826,E02438,supplier,0.3,19
E01616,E00607,parent_company,0.4,31
E02341,E00202,shared_director,0.34,26
E02056,E01780,parent_company,0.79,31
E02291,E00812,shared_director,0.46,37
E00804,E02299,parent_company,0.32,18
E01762,E01325,supplier,0.2,27
E01735,E01497,co-investor,0.27,23
E02433,E02685,supplier,0.79,11
E01433,E02525,shared_director,0.66,29
E00184,E00957,parent_company,0.72,10
E00352,E00461,supplier,0.32,40
E00605,E01179,supplier,0.41,8
E01250,E01844,shared_director,0.12,14
E02204,E00868,parent_company,0.59,49
E01060,E02248,shared_director,0.66,10
E02848,E02863,supplier,0.44,43
E02158,E00179,co-investor,0.25,19
E00823,E02853,co-investor,0.15,42
E00035,E00273,shared_director,0.69,43
E02704,E01476,supplier,0.12,42
E01584,E00947,shared_director,0.56,46
E00408,E01293,shared_director,0.88,35
E00361,E00764,parent_company,0.55,30
E02297,E02919,supplier,0.14,34
E01249,E01367,shared_director,0.45,11
E00076,E01421,co-investor,0.42,20
E00968,E02054,co-investor,0.83,41
E01056,E01586,supplier,0.95,18
E00924,E00622,co-investor,0.91,43
E00563,E00360,shared_director,0.57,44
E02509,E02563,parent_company,0.48,37
E00626,E01747,co-investor,0.92,22
E01840,E02221,parent_company,0.29,9
E02380,E02218,parent_company,0.88,20
E02821,E02889,parent_company,0.49,50
E00595,E02688,parent_company,0.39,36
E02184,E00485,parent_company,0.39,10
E00121,E01306,shared_director,0.97,20
E01815,E02609,co-investor,0.24,13
E00438,E00539,parent_company,0.12,40
E02528,E01094,parent_company,0.64,15
E02816,E00107,co-investor,0.17,50
E01953,E00550,shared_director,0.74,24
E00754,E01588,shared_director,0.53,11
E00792,E00927,supplier,0.47,1
E01106,E01692,parent_company,0.77,13
E00838,E00271,parent_company,0.93,29
E02528,E02007,co-investor,0.88,16
E01752,E01659,supplier,0.65,25
E01282,E01615,supplier,0.57,29
E01872,E00174,parent_company,0.57,26
E00161,E02285,shared_director,0.56,41
E00202,E00778,co-investor,0.5,20
E01172,E01890,parent_company,0.48,40
E00224,E02827,parent_company,0.52,42
E01851,E00371,supplier,0.26,38
E02852,E02239,parent_company,0.45,21
E01847,E00103,parent_company,0.51,46
E00828,E01863,supplier,0.33,45
E02657,E02915,parent_company,0.75,8
E00374,E00468,shared_director,0.67,6
E02146,E02898,shared_director,0.75,33
E02508,E00655,shared_director,0.6,3
E00700,E01373,parent_company,0.25,10
E00733,E02917,supplier,0.48,20
E01828,E01183,parent_company,0.21,9
E00831,E00015,co-investor,0.11,32
E02043,E02227,supplier,0.65,32
E00975,E00889,shared_director,0.51,29
E00326,E02463,supplier,0.32,36
E01140,E02539,parent_company,0.14,10
E00226,E02676,co-investor,0.13,3
E02733,E02368,co-investor,0.4,6
E00201,E00447,shared_director,0.99,11
E02753,E01165,parent_company,0.97,48
E02372,E01476,supplier,0.18,20
E01323,E01510,shared_director,0.84,49
E01751,E02255,supplier,0.36,9
E00500,E02846,co-investor,0.4,27
E02149,E00860,parent_company,0.65,7
E02341,E02577,supplier,0.54,45
E02478,E02896,co-investor,0.48,21
E01064,E02153,co-investor,0.93,40
E02305,E02034,shared_director,0.54,12
E02497,E00954,co-investor,0.98,1
E00485,E00099,shared_director,0.66,8
E00850,E02521,shared_director,0.47,22
E01433,E02296,parent_company,0.11,13
E02827,E01154,co-investor,0.81,20
E01230,E02076,co-investor,0.79,8
E02810,E01366,co-investor,0.46,37
E02524,E00120,parent_company,0.27,22
E02755,E01963,shared_director,0.82,42
E00557,E01973,parent_company,0.66,35
E01373,E01895,shared_director,0.94,4
E02135,E01227,co-investor,0.6,2
E00854,E02366,co-investor,0.82,23
E00272,E00612,co-investor,0.86,22
E01537,E02567,parent_company,0.61,25
E00768,E02438,supplier,0.88,49
E01263,E02889,co-investor,0.74,18
E01696,E00356,shared_director,0.89,24
E01852,E01240,parent_company,0.57,12
E00460,E01533,supplier,0.8,6
E01818,E02073,supplier,0.82,33
E00632,E00780,co-investor,0.93,47
E02145,E01272,co-investor,0.23,7
E02115,E02772,parent_company,0.28,3
E01882,E01588,supplier,0.1,3
E02815,E02435,supplier,0.4,3
E00423,E02133,co-investor,0.12,49
E01279,E02617,parent_company,0.39,13
E01174,E01134,co-investor,0.8,43
E00482,E01117,parent_company,0.24,8
E00063,E02552,supplier,0.29,23
E02251,E01305,co-investor,0.23,46
E01161,E02352,parent_company,0.25,20
E02512,E01388,shared_director,0.15,2
E01929,E02767,supplier,0.2,4
E00353,E01747,shared_director,0.26,39
E02428,E02579,shared_director,0.65,20
E01362,E00812,supplier,0.98,49
E01908,E02326,parent_company,0.18,45
E01919,E00399,shared_director,0.38,42
E02910,E01907,shared_director,0.31,15
E00589,E02527,co-investor,0.92,26
E00752,E02866,co-investor,0.81,21
E01857,E01997,supplier,0.16,8
E01440,E01961,shared_director,0.86,19
E01428,E02476,parent_company,0.56,26
E02926,E00439,co-investor,0.6,5
E01238,E02183,shared_director,0.46,27
E00978,E02544,parent_company,0.59,31
E01573,E00271,co-investor,0.29,45
E02421,E01766,shared_director,0.61,22
E02231,E02844,parent_company,0.26,43
E00320,E02916,shared_director,0.2,39
E01897,E01333,supplier,0.84,12
E01262,E01663,supplier,0.64,44
E02443,E01553,co-investor,0.54,43
E00252,E00371,parent_company,0.84,38
E02606,E00001,parent_company,0.69,29
E02177,E01194,shared_director,0.65,29
E00802,E00843,co-investor,0.37,44
E01248,E01781,co-investor,0.99,38
E00034,E02505,shared_director,0.86,19
E00256,E01513,supplier,0.1,36
E01472,E00450,co-investor,0.88,16
E01769,E02877,shared_director,0.66,46
E01568,E01664,shared_director,0.49,14
E02714,E00711,shared_director,0.23,36
E01576,E01476,shared_director,0.24,43
E00515,E00551,supplier,0.16,2
E00590,E01994,shared_director,0.98,9
E00347,E00563,shared_director,0.87,45
E02476,E01744,parent_company,0.51,28
E02262,E01844,shared_director,0.42,12
E01740,E02477,supplier,0.62,47
E00970,E02917,co-investor,0.47,35
E02361,E01504,supplier,0.98,37
E01980,E02888,co-investor,0.2,31
E02829,E00328,parent_company,0.76,34
E01145,E01905,supplier,0.57,40
E00363,E01005,shared_director,0.67,43
E02740,E00320,co-investor,0.65,22
E02192,E00045,shared_director,0.51,31
E02351,E01358,shared_director,0.42,19
E01185,E00687,supplier,0.73,39
E01246,E02309,co-investor,0.16,31
E02369,E00693,supplier,0.69,19
E02558,E00112,co-investor,0.54,9
E02071,E00315,co-investor,0.33,40
E01151,E01128,co-investor,0.11,8
E02474,E00716,parent_company,0.69,24
E00719,E01071,parent_company,0.54,34
E00136,E01405,supplier,0.97,39
E00632,E02032,shared_director,0.79,16
E02707,E01803,parent_company,0.29,47
E01414,E00223,co-investor,0.78,8
E00216,E00687,shared_director,0.46,20
E01951,E02182,parent_company,0.44,46
E01598,E01944,co-investor,0.23,28
E00049,E01183,shared_director,0.44,21
E02172,E02798,supplier,0.19,35
E02611,E01450,shared_director,0.65,42
E01117,E01373,co-investor,0.34,7
E01046,E02681,shared_director,0.51,44
E00991,E02753,parent_company,0.57,44
E02828,E00737,co-investor,0.59,44
E00035,E00279,supplier,0.47,34
E00426,E02808,shared_director,0.42,47
E01161,E01032,parent_company,0.13,40
E00377,E00233,parent_company,0.96,41
E00499,E02901,supplier,0.18,39
E00533,E01540,parent_company,0.91,45
E00755,E01038,co-investor,0.52,5
E02617,E01858,co-investor,0.79,45
E02735,E01325,co-investor,0.25,5
E01136,E00256,shared_director,0.45,4
E01058,E01085,parent_company,0.5,32
E00822,E02500,shared_director,0.26,32
E00445,E00590,shared_director,0.3,42
E00436,E01809,co-investor,0.19,5
E00289,E02341,co-investor,0.8,2
E02039,E00610,supplier,0.94,43
E01600,E01092,parent_company,0.73,26
E02354,E00016,shared_director,0.53,26
E00288,E02213,parent_company,0.1,45
E01975,E00497,co-investor,0.4,20
E01641,E00227,supplier,0.43,22
E00330,E01883,co-investor,0.68,12
E02272,E00162,shared_director,0.69,20
E02851,E01598,supplier,0.67,23
E01993,E00348,shared_director,0.76,9
E00147,E00791,supplier,0.75,38
E00977,E02004,shared_director,0.16,35
E02636,E01261,shared_director,0.58,29
E00068,E00152,co-investor,0.15,47
E00176,E01661,supplier,0.29,42
E02734,E02143,shared_director,0.95,35
E00611,E02374,parent_company,0.93,3
E00580,E02003,supplier,0.52,40
E00188,E00995,parent_company,0.11,41
E00205,E01259,supplier,0.51,11
E02421,E00262,supplier,0.2,39
E02522,E00904,supplier,0.82,28
E01382,E02779,shared_director,0.39,44
E02360,E02236,parent_company,0.39,14
E00187,E02430,parent_company,0.4,8
E01122,E00579,shared_director,0.25,24
E02267,E00676,shared_director,0.32,38
E00167,E00547,supplier,0.81,41
E02509,E01541,parent_company,0.11,32
E00331,E00027,supplier,0.26,6
E02895,E02670,co-investor,0.47,50
E01950,E02836,parent_company,0.29,41
E01110,E02143,shared_director,0.47,12
E02501,E02834,supplier,0.64,46
E02048,E02507,supplier,0.66,20
E01425,E01716,supplier,0.6,13
E00482,E02172,supplier,0.66,49
E02211,E02079,parent_company,0.52,41
E02701,E00853,co-investor,0.15,8
E00612,E02807,shared_director,0.55,11
E02745,E00177,supplier,0.68,19
E00859,E01781,co-investor,0.4,49
E01857,E00178,supplier,0.77,35
E00721,E00648,supplier,0.54,8
E00291,E00964,shared_director,0.63,21
E01717,E00815,co-investor,0.31,8
E01336,E00933,supplier,0.31,27
E00820,E01539,parent_company,0.17,38
E01985,E00223,shared_director,0.23,40
E01864,E00730,shared_director,0.44,30
E00796,E02589,co-investor,0.98,13
E01376,E00522,supplier,0.72,4
E01150,E00560,supplier,0.87,30
E01714,E00702,co-investor,0.3,19
E02473,E00643,parent_company,0.62,36
E00941,E00355,shared_director,0.87,32
E00887,E02424,shared_director,0.85,18
E00060,E01754,parent_company,0.32,28
E02374,E00911,parent_company,0.92,1
E01712,E00182,supplier,0.99,47
E02066,E00138,shared_director,0.58,31
E02854,E00402,shared_director,0.55,6
E02288,E00051,shared_director,0.95,9
E01469,E01212,parent_company,0.68,6
E00066,E01966,co-investor,0.25,30
E02337,E02391,supplier,0.98,30
E00568,E02881,shared_director,0.27,24
E02568,E01902,supplier,0.87,5
E01577,E02830,co-investor,0.58,19
E01745,E01106,parent_company,0.81,6
E02542,E01376,supplier,0.56,44
E01491,E00212,supplier,0.44,30
E02536,E00168,co-investor,0.43,42
E02289,E02888,supplier,0.6,50
E00839,E00567,co-investor,0.31,8
E02659,E01960,parent_company,0.78,49
E00924,E01313,co-investor,0.91,33
E02787,E01733,co-investor,0.15,24
E01415,E01854,shared_director,0.55,8
E01926,E02908,co-investor,0.51,24
E02758,E02840,supplier,0.27,30
E00358,E00329,shared_director,0.91,19
E00316,E00448,parent_company,0.35,45
E00607,E02033,parent_company,0.89,34
E02570,E00093,co-investor,0.47,44
E02218,E00541,shared_director,0.41,29
E02641,E00088,co-investor,0.27,2
E00952,E02129,co-investor,0.47,22
E02686,E02647,co-investor,0.54,43
E02855,E02172,shared_director,0.51,37
E00541,E01256,parent_company,0.81,15
E01984,E01524,co-investor,0.79,4
E00608,E01447,co-investor,0.51,11
E02534,E00659,co-investor,0.26,12
E02901,E02838,parent_company,0.25,8
E00169,E01297,parent_company,0.5,24
E00756,E00841,supplier,0.7,23
E00606,E01528,shared_director,0.59,11
E02186,E01236,supplier,0.93,26
E02046,E00596,shared_director,0.94,10
E00018,E02238,co-investor,0.68,19
E01942,E01188,parent_company,0.82,47
E01811,E01388,supplier,0.76,3
E00572,E02778,supplier,0.38,26
E02530,E00903,shared_director,0.42,21
E00226,E02491,parent_company,0.63,15
E01139,E00802,supplier,0.18,29
E02774,E02751,supplier,0.98,26
E00797,E02009,co-investor,0.64,33
E00230,E02732,co-investor,0.46,46
E01752,E01515,shared_director,0.44,19
E01413,E01440,co-investor,0.98,36
E00359,E00884,shared_director,0.77,27
E01813,E01183,parent_company,0.83,28
E01697,E00572,supplier,0.23,20
E01945,E02152,co-investor,0.16,38
E01540,E00363,supplier,0.47,18
E01698,E00717,shared_director,0.74,49
E00561,E00817,parent_company,0.85,19
E02269,E02010,supplier,0.84,20
E02398,E01245,shared_director,0.6,30
E00920,E00110,supplier,0.24,20
E02624,E02608,shared_director,0.21,43
E01179,E01709,parent_company,0.54,45
E02642,E01003,supplier,0.21,18
E02020,E00274,co-investor,0.62,37
E01787,E01057,shared_director,0.98,8
E01529,E02100,supplier,0.86,11
E02383,E00240,parent_company,0.39,45
E00555,E01464,parent_company,0.15,24
E01719,E02607,co-investor,0.14,19
E02170,E02618,supplier,0.56,50
E02573,E00751,supplier,0.64,11
E02228,E01322,co-investor,0.84,44
E01234,E01112,co-investor,0.19,38
E01441,E00589,supplier,0.22,19
E01528,E01987,shared_director,0.41,11
E00420,E00893,parent_company,0.55,13
E02289,E02513,supplier,0.48,5
E00478,E00538,supplier,0.53,20
E02831,E01486,parent_company,0.84,39
E02143,E01402,parent_company,0.74,2
E00486,E00911,parent_company,0.87,10
E02819,E00929,co-investor,0.21,9
E00322,E01741,supplier,0.17,50
E01984,E01767,supplier,0.28,3
E02703,E02104,supplier,0.52,17
E00178,E00272,co-investor,0.7,49
E00396,E00508,parent_company,0.63,13
E00757,E02747,co-investor,0.13,10
E01137,E02375,co-investor,0.42,33
E02511,E00991,supplier,0.19,38
E00058,E02167,parent_company,0.74,19
E00704,E02201,supplier,0.98,7
E00877,E02066,shared_director,0.43,38
E00759,E01801,supplier,0.26,23
E01555,E01738,parent_company,0.56,27
E00463,E01288,supplier,0.52,34
E00557,E02031,co-investor,0.73,36
E00167,E00337,co-investor,0.54,25
E01162,E01872,co-investor,0.72,29
E00926,E02269,shared_director,0.36,28
E00774,E00286,shared_director,0.95,24
E00735,E00053,shared_director,0.7,26
E01795,E02141,supplier,0.21,26
E01641,E02847,supplier,0.77,11
E00266,E01490,parent_company,0.4,39
E01656,E00503,parent_company,0.85,47
E02045,E01141,co-investor,0.78,42
E01640,E01459,shared_director,0.7,26
E01985,E02095,co-investor,0.23,30
E00443,E00501,co-investor,0.54,15
E02574,E00552,supplier,0.19,4
E00280,E02041,supplier,0.97,25
E02477,E02783,co-investor,0.24,40
E02553,E00395,supplier,0.69,34
E02017,E01909,parent_company,0.36,32
E02009,E02068,co-investor,0.59,35
E02239,E00073,supplier,0.99,8
E01572,E01844,co-investor,0.87,29
E01883,E00148,supplier,0.26,43
E01242,E02893,parent_company,0.54,9
E01280,E02932,shared_director,0.54,8
E02331,E02765,shared_director,0.69,44
E02210,E02344,shared_director,0.53,11
E02076,E00229,shared_director,0.34,38
E01548,E02527,co-investor,0.79,19
E01313,E00252,supplier,0.63,9
E01501,E01429,supplier,0.79,41
E01398,E01559,supplier,0.49,23
E01688,E01439,supplier,0.7,16
E00962,E02655,co-investor,0.63,45
E00269,E01249,supplier,0.4,2
E02206,E01336,supplier,0.51,28
E02327,E02109,shared_director,0.34,45
E01924,E02409,supplier,0.99,25
E02337,E01599,co-investor,0.62,32
E00410,E02830,parent_company,0.4,33
E02734,E01391,parent_company,0.65,24
E01786,E00827,shared_director,0.67,5
E02195,E00877,co-investor,0.34,20
E02350,E01647,parent_company,0.66,6
E02369,E00389,co-investor,0.35,37
E02176,E01947,shared_director,0.29,5
E02669,E01237,co-investor,0.49,35
E01284,E00820,shared_director,0.46,40
E02111,E01857,parent_company,0.89,41
E02881,E02115,parent_company,0.62,14
E02707,E01915,co-investor,0.94,35
E02517,E01777,supplier,0.57,24
E01895,E00606,parent_company,0.24,44
E01230,E01784,shared_director,0.39,5
E02597,E00834,shared_director,0.34,19
E02647,E00658,co-investor,0.72,16
E01663,E00977,supplier,0.23,2
E01006,E01272,shared_director,0.54,28
E01729,E02650,supplier,0.28,18
E00559,E00120,co-investor,0.81,18
E02698,E02256,parent_company,0.68,3
E01991,E00082,supplier,0.87,6
E01286,E02465,co-investor,0.88,27
E01489,E02752,supplier,0.46,47
E00576,E00967,supplier,0.61,33
E00495,E02138,co-investor,0.55,6
