enterprise_id,revenue,debt_ratio,liquidity,legal_cases,credit_score,bankrupt
E02539,6354719,0.36,1.35,3,706,0
E02540,3449931,0.63,1.57,1,534,0
E02541,4978124,0.63,0.66,1,749,0
E02542,3685030,0.5,1.62,0,570,0
E02543,1135665,0.85,0.7,2,809,0
E02544,3649037,0.34,0.6,4,778,0
E02545,6346264,0.5,1.96,1,651,0
E02546,259495,0.58,1.94,3,726,0
E02547,5504334,0.7,0.59,1,742,0
E02548,2627861,0.81,1.16,1,509,0
E02549,6216884,0.46,0.78,2,816,0
E02550,6428637,0.68,1.23,2,547,0
E02551,4656104,0.24,1.75,0,611,0
E02552,4660663,0.94,1.93,3,703,0
E02553,3387274,0.44,1.45,1,656,0
E02554,2308833,0.76,1.03,3,842,0
E02555,8396185,0.12,1.4,3,525,0
E02556,3269857,0.28,0.97,2,807,0
E02557,8135592,0.54,1.86,2,665,0
E02558,3280999,0.89,1.81,1,748,0
E02559,6050380,0.57,1.34,2,761,0
E02560,2724385,0.94,0.99,2,763,0
E02561,6046790,0.54,0.94,2,516,0
E02562,4348825,0.54,0.55,1,575,0
E02563,4374967,0.21,1.72,1,753,0
E02564,6220046,0.82,1.18,2,705,0
E02565,4061717,0.32,0.99,1,533,0
E02566,2143703,0.91,1.21,4,646,0
E02567,6522611,0.92,1.73,2,825,0
E02568,2708198,0.95,0.69,3,837,0
E02569,6033034,0.57,1.79,1,727,0
E02570,6945993,0.71,1.85,0,617,1
E02571,4249012,0.8,1.92,2,664,0
E02572,7364705,0.22,1.1,1,537,0
E02573,5963567,0.64,0.83,3,795,0
E02574,3608277,0.13,1.06,3,636,0
E02575,7802858,0.55,1.0,0,808,0
E02576,2716656,0.24,0.76,0,745,0
E02577,4246599,0.26,1.41,0,697,0
E02578,4587370,0.43,1.21,5,565,0
E02579,6210447,0.49,1.8,4,579,0
E02580,7230866,0.66,0.55,3,551,1
E02581,7105583,0.17,1.47,1,628,0
E02582,5447496,0.55,1.64,1,500,0
E02583,4439461,0.26,1.64,2,666,0
E02584,1348031,0.62,1.83,1,515,0
E02585,2371708,0.67,1.59,0,644,0
E02586,8533310,0.6,1.89,1,611,0
E02587,1327856,0.76,1.0,1,601,1
E02588,3431018,0.4,1.25,0,581,0
E02589,7289212,0.79,0.52,2,598,0
E02590,5419426,0.49,0.51,3,658,0
E02591,6856090,0.54,0.86,2,539,0
E02592,6085656,0.68,0.65,6,654,0
E02593,7939165,0.12,0.89,2,535,0
E02594,5590854,0.69,0.77,2,746,0
E02595,6326895,0.66,0.54,5,503,0
E02596,3551506,0.38,1.86,2,780,0
E02597,6172665,0.18,0.51,1,833,0
E02598,4207747,0.18,1.6,1,748,0
E02599,4093788,0.93,0.73,2,511,0
E02600,6789447,0.72,1.87,0,782,0
E02601,6803246,0.21,1.84,3,715,0
E02602,8376884,0.42,1.48,3,818,0
E02603,8246526,0.63,1.51,1,810,0
E02604,6834630,0.85,0.51,1,581,0
E02605,1559108,0.14,1.98,3,513,0
E02606,8655361,0.31,1.82,3,555,0
E02607,6835935,0.9,1.84,1,841,0
E02608,3468279,0.11,1.49,1,781,0
E02609,6457818,0.28,1.02,3,698,0
E02610,2925468,0.96,1.84,3,847,0
E02611,6237260,0.65,0.94,0,665,0
E02612,2367459,0.34,1.34,1,791,0
E02613,3383563,0.16,0.65,3,645,0
E02614,6419858,0.13,1.88,1,577,0
E02615,7145773,0.32,0.71,3,611,0
E02616,5650873,0.89,0.84,0,522,0
E02617,4427662,0.47,1.34,1,615,0
E02618,770267,0.75,1.65,3,641,1
E02619,4581957,0.93,1.43,0,696,0
E02620,6066970,0.47,0.85,3,777,0
E02621,4366469,0.27,0.5,0,527,0
E02622,4954844,0.57,1.64,1,798,0
E02623,4628765,0.92,1.98,2,575,0
E02624,4356587,0.82,1.71,0,517,0
E02625,5151754,0.16,1.19,0,599,0
E02626,4454610,0.72,1.86,0,623,0
E02627,7886579,0.61,1.11,1,791,0
E02628,587162,0.92,1.29,2,624,1
E02629,3908314,0.21,1.22,1,506,1
E02630,3259487,0.58,1.17,1,522,1
E02631,5438221,0.89,1.66,0,661,0
E02632,5154289,0.47,1.29,0,616,0
E02633,8244386,0.53,0.98,2,520,0
E02634,8902284,0.16,0.89,2,751,0
E02635,3453833,0.35,0.56,4,825,0
E02636,5001000,0.39,1.37,0,808,0
E02637,5392608,0.95,0.84,5,583,1
E02638,3404372,0.35,0.72,3,540,0
E02639,6256764,0.51,1.48,2,702,0
E02640,4520985,0.7,1.52,3,627,0
E02641,2864730,0.25,1.63,1,641,0
E02642,4440863,0.54,1.26,1,843,0
E02643,3004650,0.76,1.84,2,602,0
E02644,7073293,0.88,1.9,3,606,1
E02645,8803118,0.66,1.71,1,516,0
E02646,5489638,0.7,1.45,2,524,0
E02647,5222553,0.21,0.96,2,563,0
E02648,5304869,0.95,1.97,1,841,0
E02649,7364468,0.22,0.91,3,736,0
E02650,7321398,0.8,0.8,3,675,1
E02651,4768692,0.34,1.16,3,790,0
E02652,5505179,0.94,0.59,5,792,0
E02653,6305292,0.75,1.97,2,810,0
E02654,2724625,0.78,1.38,0,655,0
E02655,7425216,0.3,1.34,2,552,0
E02656,8469663,0.5,1.48,1,572,0
E02657,7330064,0.66,1.25,0,682,0
E02658,2508812,0.79,0.55,2,688,0
E02659,1059999,0.19,1.42,2,512,0
E02660,6417437,0.97,1.57,2,546,0
E02661,3479621,0.9,1.13,3,659,0
E02662,5574266,0.34,1.64,0,783,0
E02663,8070297,0.84,0.84,3,552,0
E02664,3686089,0.57,0.83,0,786,0
E02665,4244890,0.52,0.74,1,507,0
E02666,5553445,0.38,1.06,3,571,0
E02667,2404980,0.62,1.77,0,597,0
E02668,3484287,0.76,1.74,1,586,0
E02669,5049715,0.47,1.07,0,829,0
E02670,4399090,0.67,1.38,0,600,0
E02671,6216815,0.73,1.58,1,780,0
E02672,10531959,0.74,0.86,3,788,0
E02673,5198276,0.15,0.75,1,736,0
E02674,3316576,0.87,1.96,1,695,0
E02675,7836480,0.51,1.43,4,596,1
E02676,1822363,0.34,1.97,2,595,0
E02677,2222183,0.32,1.01,1,760,0
E02678,3809793,0.53,1.55,1,620,0
E02679,4434226,0.9,0.83,0,772,1
E02680,3761854,0.44,0.89,3,831,0
E02681,4936975,0.77,1.27,1,551,1
E02682,5549483,0.19,0.98,4,817,0
E02683,7137919,0.53,0.75,2,662,0
E02684,5182376,0.99,0.89,2,689,1
E02685,3876107,0.79,0.55,3,776,1
E02686,7029290,0.29,1.56,1,584,1
E02687,3364569,0.55,1.24,3,693,0
E02688,1734794,0.31,0.64,0,680,0
E02689,7411912,0.47,0.76,6,520,0
E02690,7283706,0.8,0.65,3,702,0
E02691,3415403,0.79,1.42,0,701,1
E02692,4201802,0.31,0.64,1,650,0
E02693,3166144,0.93,1.63,1,658,0
E02694,5653248,0.63,0.53,1,809,0
E02695,8464098,0.44,0.87,2,525,0
E02696,6405763,0.55,1.84,0,808,0
E02697,7071449,0.64,1.58,1,565,0
E02698,6639456,0.6,0.61,2,762,0
E02699,4999761,0.54,1.73,1,666,0
E02700,7166680,0.55,1.24,5,787,0
E02701,6490061,0.26,1.77,4,653,0
E02702,7878891,0.83,1.4,2,842,0
E02703,4080902,0.59,1.52,1,705,0
E02704,1523776,0.22,1.99,3,652,0
E02705,7090502,0.79,0.85,2,683,1
E02706,5699539,0.94,1.44,2,658,0
E02707,4407907,0.95,1.19,2,693,1
E02708,4519694,0.43,0.56,6,501,0
E02709,10109372,0.22,0.52,1,714,0
E02710,3715610,0.57,0.68,0,674,0
E02711,3293393,0.2,1.47,0,574,0
E02712,5170568,0.94,1.35,0,784,1
E02713,7360981,0.27,1.33,2,626,0
E02714,9556803,0.33,0.55,4,548,0
E02715,6314729,0.47,1.2,1,531,0
E02716,2459182,0.44,1.89,0,657,0
E02717,8941728,0.82,1.1,2,514,1
E02718,4961062,0.51,1.44,0,817,0
E02719,3324581,0.25,1.67,0,833,0
E02720,2841215,0.34,1.68,2,742,0
E02721,6672657,0.56,1.28,0,516,0
E02722,5477658,0.23,1.79,1,521,0
E02723,5690150,0.65,1.09,1,743,0
E02724,7573006,0.61,1.83,3,580,0
E02725,3395690,0.74,0.86,1,643,0
E02726,7732309,0.94,0.92,2,507,0
E02727,3961685,0.92,0.58,3,666,1
E02728,9328014,0.95,1.69,1,786,0
E02729,6197478,0.32,1.13,2,767,0
E02730,3159522,0.22,0.84,2,788,0
E02731,949163,0.37,0.85,0,685,0
E02732,6617849,0.91,1.85,4,511,0
E02733,4251639,0.97,1.75,3,780,0
E02734,4688868,0.87,1.33,3,803,0
E02735,6532392,0.2,1.42,2,582,0
E02736,7020827,0.95,1.21,3,554,0
E02737,7447420,0.48,1.09,1,630,0
E02738,2650317,0.11,1.87,1,624,0
E02739,7851789,0.5,0.69,1,824,0
E02740,3841909,0.14,1.13,3,550,0
E02741,487500,0.59,1.02,2,526,0
E02742,2643119,0.4,1.25,2,664,0
E02743,5436050,0.53,1.19,4,780,0
E02744,3042371,0.65,1.28,3,532,0
E02745,4823911,0.88,0.71,1,561,1
E02746,5676504,0.7,1.27,1,644,0
E02747,4637229,0.49,0.86,2,670,0
E02748,4011291,0.84,0.78,1,785,0
E02749,2498607,0.92,0.6,1,796,1
E02750,5043887,0.21,1.64,1,616,0
E02751,870085,0.58,1.14,0,503,0
E02752,3628003,0.36,1.44,1,565,0
E02753,3144431,0.14,1.59,2,559,0
E02754,4521246,0.7,1.52,2,786,0
E02755,4573340,0.88,1.21,2,844,0
E02756,6919913,0.25,1.08,1,728,0
E02757,8166954,0.83,1.06,4,599,0
E02758,2764442,0.87,1.46,2,618,1
E02759,8985665,0.92,1.24,1,568,0
E02760,3441408,0.34,1.77,0,651,0
E02761,5345053,0.91,1.81,1,779,0
E02762,6021725,0.39,0.76,0,720,1
E02763,9889165,0.6,0.7,1,722,0
E02764,3915435,0.15,1.45,1,664,0
E02765,1406523,0.14,0.95,3,710,0
E02766,7980758,0.75,0.53,2,778,0
E02767,3333252,0.5,1.83,2,562,0
E02768,4276822,0.33,0.84,0,761,0
E02769,2764500,0.27,1.89,1,505,0
E02770,4282592,0.7,1.58,2,747,1
E02771,3319216,0.1,1.64,1,728,0
E02772,6352883,0.83,0.8,1,785,1
E02773,5161583,0.17,0.85,1,756,0
E02774,3637889,0.27,1.28,1,562,0
E02775,6991743,0.45,0.76,1,527,0
E02776,5509993,0.54,0.96,1,844,1
E02777,1307903,0.42,0.98,0,552,1
E02778,6839406,0.39,0.74,3,751,0
E02779,5369735,0.97,0.81,2,537,1
E02780,7781464,0.68,1.68,2,807,0
E02781,5247834,0.12,0.75,3,833,0
E02782,3416581,0.49,0.54,1,638,0
E02783,4591409,0.89,1.44,1,552,0
E02784,6607838,0.37,1.96,3,593,0
E02785,3458525,0.19,1.0,1,593,0
E02786,4119406,0.78,0.68,5,762,0
E02787,4556622,0.65,1.36,0,822,0
E02788,2701256,0.61,1.86,1,636,0
E02789,3487353,0.15,1.68,1,755,0
E02790,5345100,0.23,1.43,2,536,0
E02791,7404955,0.66,0.97,2,641,0
E02792,5634293,0.29,1.31,1,646,0
E02793,4908277,0.55,0.64,1,507,1
E02794,3337458,0.59,1.52,3,750,0
E02795,7190320,0.36,1.59,1,634,0
E02796,5867010,0.95,1.95,5,558,0
E02797,3586540,0.86,0.89,1,622,1
E02798,6797296,0.75,0.53,3,762,0
E02799,6119154,0.17,1.32,3,619,0
E02800,3372939,0.2,1.56,1,758,0
E02801,4797243,0.54,1.69,1,822,0
E02802,4014454,0.24,0.79,1,517,0
E02803,10267075,0.98,0.89,1,800,1
E02804,6063489,0.24,1.27,2,591,0
E02805,5373524,0.54,1.0,3,663,0
E02806,5945326,0.43,1.79,2,643,0
E02807,7758325,0.68,1.21,0,834,0
E02808,4833239,0.22,1.7,0,814,0
E02809,3820181,0.49,1.37,0,737,0
E02810,6688566,0.35,1.66,4,673,0
E02811,4650110,0.9,1.0,0,582,1
E02812,2860209,0.14,1.75,0,656,0
E02813,2470627,0.92,0.91,1,608,0
E02814,8058593,0.85,1.32,3,677,0
E02815,5263289,0.37,0.82,2,749,0
E02816,3820865,0.81,1.21,1,752,0
E02817,4531330,0.13,0.98,0,554,0
E02818,6614889,0.97,0.9,1,654,0
E02819,4413188,0.57,1.95,2,590,0
E02820,2101160,0.37,0.74,1,838,1
E02821,5651681,0.43,1.68,1,625,0
E02822,7416695,0.16,1.98,2,836,0
E02823,7282928,0.99,0.53,1,668,0
E02824,3881340,0.14,1.55,1,638,0
E02825,7538345,0.69,0.88,0,504,0
E02826,5425899,0.5,0.56,2,565,0
E02827,7482294,0.95,1.1,0,610,0
E02828,6147374,0.32,1.9,3,683,0
E02829,1956806,0.58,0.52,1,767,1
E02830,8493477,0.53,1.38,1,669,0
E02831,5103567,0.73,1.25,2,743,0
E02832,6153587,0.16,1.81,0,830,0
E02833,2311910,0.27,0.63,3,637,0
E02834,6010653,0.29,1.52,2,527,0
E02835,7205855,0.76,1.52,4,506,0
E02836,8870640,0.27,1.5,1,832,0
E02837,7800799,0.62,1.91,1,816,0
E02838,6108449,0.29,1.73,2,550,0
E02839,1911245,0.88,0.56,2,635,0
E02840,5264545,0.95,1.21,1,677,0
E02841,3814980,0.57,1.1,2,628,0
E02842,5469955,0.42,0.97,1,696,0
E02843,2567348,0.31,1.18,1,766,0
E02844,4579666,0.14,1.08,1,606,0
E02845,3965633,0.34,1.15,4,547,1
E02846,3903667,0.69,1.97,3,637,0
E02847,3923527,0.58,0.63,2,602,0
E02848,4728290,0.95,1.88,4,546,0
E02849,5572389,0.46,1.22,2,652,0
E02850,100000,0.72,1.44,3,505,0
E02851,247134,0.54,1.75,3,510,0
E02852,4322617,0.56,1.04,3,516,0
E02853,4604461,0.34,1.15,4,642,0
E02854,5378222,0.51,1.11,1,771,0
E02855,3544655,0.52,1.06,3,811,0
E02856,5018930,0.74,1.89,1,565,0
E02857,5253046,0.95,1.74,4,838,0
E02858,3530883,0.4,0.66,0,830,0
E02859,7026911,0.14,0.66,4,755,1
E02860,5353972,0.55,1.14,4,626,0
E02861,6093922,0.59,0.65,2,630,0
E02862,5137691,0.25,1.43,0,517,1
E02863,9207346,0.78,0.72,0,706,0
E02864,6192794,0.99,1.28,2,588,0
E02865,4024013,0.95,0.51,0,742,0
E02866,6641933,0.28,0.97,2,849,0
E02867,1724790,0.89,1.52,2,516,0
E02868,5239200,0.73,1.23,1,722,0
E02869,5638320,0.51,1.97,1,709,0
E02870,5262041,0.59,1.81,0,598,0
E02871,4332442,0.86,1.04,2,512,0
E02872,2975453,0.53,0.57,0,818,0
E02873,3421305,0.44,1.77,2,769,0
E02874,5204149,0.54,1.87,1,686,0
E02875,2772961,0.62,1.73,1,773,0
E02876,8540335,0.27,0.69,1,632,0
E02877,100000,0.91,2.0,1,513,0
E02878,4353124,0.71,0.89,1,780,0
E02879,5220779,0.67,1.59,2,543,1
E02880,6014841,0.19,1.86,2,794,0
E02881,3168150,0.64,0.85,2,603,0
E02882,7268589,0.21,1.86,0,561,0
E02883,2212337,0.17,0.96,4,552,0
E02884,3867742,0.57,1.96,3,808,0
E02885,6241495,0.46,0.92,2,617,0
E02886,7080377,0.63,1.93,2,820,0
E02887,2191997,0.18,0.58,0,630,0
E02888,10290073,0.49,1.56,0,798,0
E02889,3205016,0.26,1.3,2,805,0
E02890,2375635,0.99,1.22,1,698,0
E02891,6005429,0.61,0.84,0,535,0
E02892,4303413,0.72,1.56,2,778,0
E02893,4007895,0.39,0.79,3,715,0
E02894,6191288,0.19,1.33,1,573,0
E02895,1945408,0.98,0.88,1,805,0
E02896,1595731,0.36,1.93,1,554,1
E02897,3805153,0.48,0.54,1,511,0
E02898,7155803,0.68,0.8,2,582,1
E02899,3891889,0.12,0.86,3,531,1
E02900,8198313,0.83,1.12,2,585,0
E02901,7402029,0.58,0.85,1,731,1
E02902,5565892,0.35,1.24,2,774,0
E02903,5679447,0.16,1.81,2,700,0
E02904,5564005,0.25,1.57,0,550,0
E02905,5319435,0.91,1.37,1,819,0
E02906,4267516,0.72,0.63,3,755,0
E02907,4499624,0.32,1.54,2,740,0
E02908,2860079,0.16,0.75,3,704,0
E02909,579914,0.72,1.68,2,695,1
E02910,7208141,0.62,0.88,0,743,0
E02911,5314516,0.46,1.13,1,819,0
E02912,5012422,0.43,1.03,4,500,0
E02913,5796898,0.3,1.79,2,588,1
E02914,3343205,0.7,0.69,2,781,1
E02915,2997875,0.97,1.35,1,638,0
E02916,4432630,0.26,0.71,0,586,0
E02917,7736196,0.64,1.56,3,501,0
E02918,2662517,0.48,1.86,1,848,0
E02919,100000,0.5,1.15,1,667,0
E02920,3957197,0.33,1.23,2,618,0
E02921,7285399,0.84,1.89,0,579,0
E02922,1534911,0.54,1.28,3,610,0
E02923,2639432,0.59,1.23,0,664,0
E02924,5527093,0.37,1.37,2,718,0
E02925,10139814,0.26,1.53,1,504,0
E02926,2283576,0.18,0.66,2,714,0
E02927,2206131,0.74,1.73,2,694,0
E02928,5677396,0.28,1.15,1,781,0
E02929,7409348,0.72,0.61,0,505,0
E02930,3751802,0.45,1.68,2,799,0
E02931,1757211,0.47,1.07,0,557,1
E02932,5867498,0.52,0.65,2,836,0
E02933,6229682,0.43,1.45,2,801,0
E02934,8557310,0.19,1.82,2,601,0
